"","person","day","cause_short","month","year","canine","dept_name","state","position"
"17652","Special Agent William Ramos","Wed","Gunfire","Dec",1986,FALSE,"United States Department of Justice - Drug Enforcement Administration"," US","Special Agent"
"17653","K9 Yeager","Wed","Fall","Jan",1986,TRUE,"Phoenix Police Department"," AZ","K9"
"17654","K9 Gero","Thu","Gunfire","Jan",1986,TRUE,"Gainesville Police Department"," FL","K9"
"17655","K9 Murph","Fri","Gunfire","Nov",1986,TRUE,"Tempe Police Department"," AZ","K9"
"17656","K9 Ingo","Thu","Gunfire","Dec",1986,TRUE,"Metro Nashville Police Department"," TN","K9"
"17657","Officer Timothy Joseph Smith","Fri","Heart attack","Jan",1987,FALSE,"Fremont Police Department"," CA","Police Officer"
"17658","Officer Russell Jay Estep","Fri","Heart attack","Jan",1987,FALSE,"Louisa Police Department"," KY","Police Officer"
"17659","Police Officer Richard James Davidson","Fri","Gunfire","Jan",1987,FALSE,"Shreveport Police Department"," LA","Police Officer"
"17660","Officer Patrick Lynn Grun","Tue","Struck by vehicle","Jan",1987,FALSE,"Memorial Villages Police Department"," TX","Police Officer"
"17661","Police Officer Francis J. LaSala","Sat","Fire","Jan",1987,FALSE,"New York City Police Department"," NY","Police Officer"
"17662","Captain Grover Clifton Cooper, III","Mon","Gunfire","Jan",1987,FALSE,"Fort Pierce Police Department"," FL","Captain"
"17663","Sergeant James Adrian Wouters","Mon","Gunfire","Jan",1987,FALSE,"Fort Pierce Police Department"," FL","Sergeant"
"17664","Investigator Michael Capizzi","Mon","Struck by vehicle","Jan",1987,FALSE,"Erie County Prosecutor's Office"," OH","Investigator"
"17665","Deputy Sheriff Dale Conway Stiles","Tue","Gunfire","Jan",1987,FALSE,"Pecos County Sheriff's Department"," TX","Sheriff"
"17666","Deputy Marshal Richard C. White","Wed","Vehicular assault","Jan",1987,FALSE,"Colorado City Police Department"," AZ","Marshal"
"17667","Police Officer Robert Louis Smith","Thu","Gunfire","Jan",1987,FALSE,"Charlotte Police Department"," NC","Police Officer"
"17668","Trooper Alexander McKie Cochran, III","Thu","Gunfire","Jan",1987,FALSE,"Virginia State Police"," VA","Trooper"
"17669","Police Chief David Coty Williams","Sat","Assault","Jan",1987,FALSE,"Ryan Police Department"," OK","Chief of Police"
"17670","Police Officer Jeffrey Manning Phegley","Wed","Gunfire","Jan",1987,FALSE,"Morrow Police Department"," OH","Police Officer"
"17671","Ranger Stanley Keith Guffey","Thu","Gunfire","Jan",1987,FALSE,"Texas Department of Public Safety - Texas Rangers"," TX","Ranger"
"17672","Police Officer Michael ""Mickey"" Reidy","Fri","Gunfire","Jan",1987,FALSE,"New York City Police Department"," NY","Police Officer"
"17673","Deputy Sheriff Charles Robert Anderson","Sat","Gunfire","Jan",1987,FALSE,"Los Angeles County Sheriff's Department"," CA","Sheriff"
"17674","Policeman Roberto R. Padro","Sun","Struck by vehicle","Jan",1987,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"17675","Special Agent Raymond J. Stastny","Mon","Gunfire","Jan",1987,FALSE,"United States Department of Justice - Drug Enforcement Administration"," US","Special Agent"
"17676","Deputy Sheriff James Eugene Stoltenow","Tue","Struck by vehicle","Jan",1987,FALSE,"Shawano County Sheriff's Department"," WI","Sheriff"
"17677","Sergeant Kenneth John Koeller, Jr.","Wed","Gunfire","Jan",1987,FALSE,"Jennings Police Department"," MO","Sergeant"
"17678","Chief of Police James H. Collins","Fri","Heart attack","Jan",1987,FALSE,"Hanover Police Department"," NH","Chief of Police"
"17679","Deputy Sheriff Bruce Williford","Mon","Gunfire","Feb",1987,FALSE,"Richmond County Sheriff's Office"," GA","Sheriff"
"17680","Deputy Sheriff Haskell Junior McCoy","Mon","Automobile accident","Feb",1987,FALSE,"Harris County Sheriff's Office"," TX","Sheriff"
"17681","Sergeant Willie Donald Cameron","Fri","Gunfire","Feb",1987,FALSE,"Atlanta Police Department"," GA","Sergeant"
"17682","Trooper Russell W. Harper","Sun","Gunfire","Feb",1987,FALSE,"Missouri State Highway Patrol"," MO","Trooper"
"17683","Deputy Sheriff Steven Garibay","Tue","Automobile accident","Feb",1987,FALSE,"Mohave County Sheriff's Office"," AZ","Sheriff"
"17684","Deputy Sheriff David R. Clark","Wed","Gunfire","Feb",1987,FALSE,"Onondaga County Sheriff's Department"," NY","Sheriff"
"17685","Sergeant Robbin B. Best","Fri","Heart attack","Feb",1987,FALSE,"Spokane Police Department"," WA","Sergeant"
"17686","Corporal Henry C. Bruns","Mon","Automobile accident","Feb",1987,FALSE,"Missouri State Highway Patrol"," MO","Corporal"
"17687","Police Officer Howard J. Kline, Jr.","Thu","Duty related illness","Feb",1987,FALSE,"Milltown Police Department"," NJ","Police Officer"
"17688","Officer John Arthur Carrillo","Sun","Gunfire","Feb",1987,FALSE,"Albuquerque Police Department"," NM","Police Officer"
"17689","Border Patrol Agent John Robert McCravey","Mon","Vehicle pursuit","Feb",1987,FALSE,"United States Department of Justice - Immigration and Naturalization Service - United States Border Patrol"," US","Agent"
"17690","Officer Jeffrey Norman Ritchey","Mon","Motorcycle accident","Feb",1987,FALSE,"Jacksonville Sheriff's Office"," FL","Police Officer"
"17691","Sergeant Robert L. Elliott","Wed","Gunfire","Feb",1987,FALSE,"Miami County Sheriff's Department"," OH","Sergeant"
"17692","Sergeant Theodore Moos","Fri","Struck by vehicle","Feb",1987,FALSE,"New Jersey State Police"," NJ","Sergeant"
"17693","Trooper James S. Gain","Mon","Struck by vehicle","Mar",1987,FALSE,"Washington State Patrol"," WA","Trooper"
"17694","Officer Manuel Lopez, Jr.","Tue","Struck by train","Mar",1987,FALSE,"Sunnyvale Department of Public Safety"," CA","Police Officer"
"17695","Deputy Sheriff James Chiverton","Tue","Automobile accident","Mar",1987,FALSE,"Livingston County Sheriff's Department"," NY","Sheriff"
"17696","Immigration Inspector Tammy R. Aamodt","Sat","Automobile accident","Mar",1987,FALSE,"United States Department of Justice - Immigration and Naturalization Service"," US","Inspector"
"17697","Officer John William Libolt","Tue","Aircraft accident","Mar",1987,FALSE,"Costa Mesa Police Department"," CA","Police Officer"
"17698","Police Officer James David Ketchum","Tue","Aircraft accident","Mar",1987,FALSE,"Costa Mesa Police Department"," CA","Police Officer"
"17699","Trooper First Class John Edward Sawa","Tue","Automobile accident","Mar",1987,FALSE,"Maryland State Police"," MD","Trooper"
"17700","Trooper Larry Eugene Small","Tue","Automobile accident","Mar",1987,FALSE,"Maryland State Police"," MD","Trooper"
"17701","Detective Louis L. Miller, Jr.","Wed","Gunfire","Mar",1987,FALSE,"New York City Police Department"," NY","Detective"
"17702","Deputy Sheriff Craig Douglas Dodge","Sat","Gunfire","Mar",1987,FALSE,"Lancaster County Sheriff's Department"," NE","Sheriff"
"17703","Special Agent Waymon Dee Allen","Sun","Gunfire (Accidental)","Mar",1987,FALSE,"Polk County Sheriff's Office"," FL","Special Agent"
"17704","Police Officer Roosevelt Ferrell","Mon","Gunfire","Mar",1987,FALSE,"Compton Unified School District Police Department"," CA","Police Officer"
"17705","Trooper Harry Lee Henderson","Tue","Struck by vehicle","Mar",1987,FALSE,"Virginia State Police"," VA","Trooper"
"17706","Police Officer John Henry Kerr","Wed","Vehicle pursuit","Mar",1987,FALSE,"Picher Police Department"," OK","Police Officer"
"17707","Conservation Officer Robert C. Banker","Thu","Gunfire","Mar",1987,FALSE,"Kentucky Department of Fish and Wildlife Resources"," KY","Police Officer"
"17708","Correctional Officer Josephine Birdene McCallum","Tue","Assault","Mar",1987,FALSE,"Michigan Department of Corrections"," MI","Correctional Officer"
"17709","Officer Benjamin Warren Worcester","Wed","Stabbed","Mar",1987,FALSE,"Hayward Police Department"," CA","Police Officer"
"17710","Police Officer Dennis J. Gorlewski","Wed","Motorcycle accident","Mar",1987,FALSE,"Milwaukee Police Department"," WI","Police Officer"
"17711","Trooper Stephen G. Rouse","Sat","Automobile accident","Mar",1987,FALSE,"Florida Highway Patrol"," FL","Trooper"
"17712","Detective Lynn Russell Sutter","Sat","Gunfire (Accidental)","Mar",1987,FALSE,"Bethel Park Police Department"," PA","Detective"
"17713","Chief Deputy Sheriff Melvin Kenneth Drum","Sat","Gunfire","Mar",1987,FALSE,"Ochiltree County Sheriff's Department"," TX","Sheriff"
"17714","Captain Otis Grier, Sr.","Thu","Automobile accident","Apr",1987,FALSE,"Greenwood County Sheriff's Office"," SC","Captain"
"17715","Lieutenant Joseph Ralph Silva","Fri","Assault","Apr",1987,FALSE,"New Mexico Corrections Department"," NM","Lieutenant"
"17716","Officer Michael Allen Brandt","Mon","Vehicle pursuit","Apr",1987,FALSE,"California Highway Patrol"," CA","Police Officer"
"17717","Police Officer Guy J. Barringer","Fri","Heart attack","Apr",1987,FALSE,"Albany Police Department"," NY","Police Officer"
"17718","Officer Maria Michelle Groves","Fri","Vehicular assault","Apr",1987,FALSE,"Houston Police Department"," TX","Police Officer"
"17719","Deputy Sheriff Keith B. Farley","Sun","Automobile accident","Apr",1987,FALSE,"San Bernardino County Sheriff's Department"," CA","Sheriff"
"17720","Officer Daniel Scott Wasson","Sun","Gunfire","Apr",1987,FALSE,"Milford Police Department"," CT","Police Officer"
"17721","Trooper David Bruce Ladner","Sun","Gunfire","Apr",1987,FALSE,"Mississippi Department of Public Safety - Highway Patrol"," MS","Trooper"
"17722","Sergeant John Edward Hatfull","Mon","Gunfire","Apr",1987,FALSE,"Indiana State Police"," IN","Sergeant"
"17723","Trooper Robert Paul Perry, Jr.","Wed","Vehicle pursuit","Apr",1987,FALSE,"South Carolina Highway Patrol"," SC","Trooper"
"17724","Police Officer Clifford William George","Thu","Gunfire","Apr",1987,FALSE,"Cincinnati Police Department"," OH","Police Officer"
"17725","Deputy Sheriff Thomas Robert Farrell","Wed","Heart attack","Apr",1987,FALSE,"Tillamook County Sheriff's Office"," OR","Sheriff"
"17726","Officer Gerald Douglas Johnson","Thu","Gunfire","Apr",1987,FALSE,"Palm Bay Police Department"," FL","Police Officer"
"17727","Officer Ronald Midgley Grogan","Thu","Gunfire","Apr",1987,FALSE,"Palm Bay Police Department"," FL","Police Officer"
"17728","Deputy Sheriff Donald Ray Hayes","Sun","Gunfire","May",1987,FALSE,"Marion County Sheriff's Department"," SC","Sheriff"
"17729","Deputy Sheriff Frederick Thomas Clark, Sr.","Thu","Automobile accident","May",1987,FALSE,"Hillsborough County Sheriff's Office"," FL","Sheriff"
"17730","Deputy Sheriff Donna Marie Miller","Fri","Automobile accident","May",1987,FALSE,"Hillsborough County Sheriff's Office"," FL","Sheriff"
"17731","Officer Jeffery Lee Bull","Sat","Vehicle pursuit","May",1987,FALSE,"Lebanon Police Department"," ME","Police Officer"
"17732","Lieutenant Walter Lee Harden, Sr.","Mon","Automobile accident","May",1987,FALSE,"Macon Police Department"," GA","Lieutenant"
"17733","Police Officer Roger A. Sterling","Mon","Vehicle pursuit","May",1987,FALSE,"Milwaukee Police Department"," WI","Police Officer"
"17734","Patrolman William F. Brey","Fri","Stabbed","May",1987,FALSE,"Pennsauken Police Department"," NJ","Patrolman"
"17735","Officer Robert Remington","Tue","Gunfire","May",1987,FALSE,"Metropolitan Police Department"," DC","Police Officer"
"17736","Police Officer Richard Fickeisen","Mon","Gunfire","Jun",1987,FALSE,"Columbus Division of Police"," OH","Police Officer"
"17737","Police Officer Randol L. Marshall","Tue","Motorcycle accident","Jun",1987,FALSE,"Los Angeles Police Department"," CA","Police Officer"
"17738","Patrolman James Edward Wier","Wed","Gunfire","Jun",1987,FALSE,"Denver Police Department"," CO","Patrolman"
"17739","Deputy Sheriff Harold E. Vanderoef, Jr.","Thu","Struck by vehicle","Jun",1987,FALSE,"Suffolk County Sheriff's Office"," NY","Sheriff"
"17740","Patrol Officer John Jerome Stoll","Sun","Automobile accident","Jun",1987,FALSE,"South Milwaukee Police Department"," WI","Police Officer"
"17741","Corporal Ronald A. Parker","Mon","Heart attack","Jun",1987,FALSE,"Port of Seattle Police Department"," WA","Corporal"
"17742","Military Police Officer Thomas J. Morrell","Sun","Fall","Jun",1987,FALSE,"United States Marine Corps Military Police"," US","Police Officer"
"17743","Trooper Robert G. Dunning","Sun","Gunfire","Jun",1987,FALSE,"New York State Police"," NY","Trooper"
"17744","Detective Sergeant William J. Chenard","Sun","Heart attack","Jun",1987,FALSE,"Vermont State Police"," VT","Detective"
"17745","Officer David Nicholas Ronk","Mon","Gunfire","Jun",1987,FALSE,"Honolulu Police Department"," HI","Police Officer"
"17746","Correctional Officer Douglas W. Mashburn","Tue","Stabbed","Jun",1987,FALSE,"Guam Department of Corrections"," GU","Correctional Officer"
"17747","Deputy Sheriff Stephen Paul Miller","Wed","Aircraft accident","Jun",1987,FALSE,"Jefferson County Sheriff's Office"," CO","Sheriff"
"17748","Police Officer Richard L. Fortin","Fri","Drowned","Jun",1987,FALSE,"Detroit Police Department"," MI","Police Officer"
"17749","Detective Gerard W. Traynor","Sun","Heart attack","Jun",1987,FALSE,"Philadelphia Police Department"," PA","Detective"
"17750","Police Officer III James H. Pagliotti","Mon","Gunfire","Jun",1987,FALSE,"Los Angeles Police Department"," CA","Police Officer"
"17751","Patrol Officer Robert A. Medina","Wed","Automobile accident","Jun",1987,FALSE,"National City Police Department"," CA","Police Officer"
"17752","Correctional Officer Fred Sidney Griffis","Wed","Gunfire","Jun",1987,FALSE,"Florida Department of Corrections"," FL","Correctional Officer"
"17753","Sergeant Walter Kevin Artz","Wed","Gunfire","Jul",1987,FALSE,"Vigo County Sheriff's Office"," IN","Sergeant"
"17754","Lieutenant Gerry Lanell Ivie","Thu","Gunfire (Accidental)","Jul",1987,FALSE,"Duchesne County Sheriff's Department"," UT","Lieutenant"
"17755","Sergeant Ronald D. Slockett","Sat","Gunfire","Jul",1987,FALSE,"Sugar Land Police Department"," TX","Sergeant"
"17756","Sergeant Ira Parker","Thu","Gunfire","Jul",1987,FALSE,"Inkster Police Department"," MI","Sergeant"
"17757","Patrol Officer Clay Hoover","Thu","Gunfire","Jul",1987,FALSE,"Inkster Police Department"," MI","Police Officer"
"17758","Patrol Officer Daniel John Dubiel","Thu","Gunfire","Jul",1987,FALSE,"Inkster Police Department"," MI","Police Officer"
"17759","Police Officer George Scheu","Thu","Gunfire","Jul",1987,FALSE,"New York City Police Department"," NY","Police Officer"
"17760","Jailer Wesley Scott Alford","Sun","Gunfire","Jul",1987,FALSE,"Grimes County Sheriff's Office"," TX","Jailer"
"17761","Military Police Officer Derek Matthew Schultz","Mon","Struck by vehicle","Jul",1987,FALSE,"United States Military Academy at West Point Provost Marshal's Office"," US","Police Officer"
"17762","Deputy Sheriff Benito Eduardo Bravo","Tue","Automobile accident","Jul",1987,FALSE,"Hidalgo County Sheriff's Office"," TX","Sheriff"
"17763","Sergeant Alberto Alvarado-Velez","Wed","Gunfire","Jul",1987,FALSE,"Puerto Rico Police Department"," PR","Sergeant"
"17764","Trooper Clifford R. Hansell","Wed","Automobile accident","Jul",1987,FALSE,"Washington State Patrol"," WA","Trooper"
"17765","Trooper James E. Boland","Sun","Vehicular assault","Jul",1987,FALSE,"Michigan State Police"," MI","Trooper"
"17766","Sheriff Charles Albert LaRew","Sun","Gunfire","Jul",1987,FALSE,"Cedar County Sheriff's Office"," MO","Sheriff"
"17767","Sergeant George S. Covert","Thu","Automobile accident","Jul",1987,FALSE,"Tolleson Police Department"," AZ","Sergeant"
"17768","Trooper William Howard Phillips","Thu","Automobile accident","Jul",1987,FALSE,"West Virginia State Police"," WV","Trooper"
"17769","Deputy Sheriff Charles Lee ""Matt"" Dillon","Thu","Automobile accident","Aug",1987,FALSE,"Comanche County Sheriff's Office"," OK","Sheriff"
"17770","Deputy Robert S. Insalaco","Thu","Gunfire","Aug",1987,FALSE,"Erie County Sheriff's Office"," NY","Deputy"
"17771","Trooper Clinton Wayne Crawford","Mon","Struck by vehicle","Aug",1987,FALSE,"Pennsylvania State Police"," PA","Trooper"
"17772","Trooper Jeffrey Dale Young","Tue","Gunfire","Aug",1987,FALSE,"Florida Highway Patrol"," FL","Trooper"
"17773","Police Officer Myron Parker","Thu","Vehicular assault","Aug",1987,FALSE,"New York City Police Department"," NY","Police Officer"
"17774","Special Agent Arthur L. Cash","Tue","Automobile accident","Aug",1987,FALSE,"United States Department of Justice - Drug Enforcement Administration"," US","Special Agent"
"17775","Police Officer Thomas Michael Phillips","Fri","Vehicular assault","Aug",1987,FALSE,"New Orleans Police Department"," LA","Police Officer"
"17776","Superintendent Robert L. Taylor","Thu","Assault","Sep",1987,FALSE,"Illinois Department of Corrections"," IL","Superintendent"
"17777","Police Officer William M. Morrison, Jr.","Fri","Vehicular assault","Sep",1987,FALSE,"Chicago Police Department"," IL","Police Officer"
"17778","Deputy Sheriff Daniel Ralph Stillwell","Sun","Gunfire","Sep",1987,FALSE,"Denver Sheriff's Department"," CO","Sheriff"
"17779","Sergeant Joseph Daniel Bock","Wed","Gunfire","Sep",1987,FALSE,"Corpus Christi Police Department"," TX","Sergeant"
"17780","Officer Kenneth Stanley Baldwin","Fri","Gunfire","Sep",1987,FALSE,"Okaloosa County Airports Police Department"," FL","Police Officer"
"17781","Chief of Police Samuel A. Johnson, Sr.","Fri","Gunfire","Sep",1987,FALSE,"Dexter Police Department"," NY","Chief of Police"
"17782","Trooper Alvin P. Kurdys","Tue","Struck by vehicle","Sep",1987,FALSE,"New York State Police"," NY","Trooper"
"17783","Special Agent James Columbus Mayo","Fri","Automobile accident","Sep",1987,FALSE,"United States Army Criminal Investigation Division"," US","Special Agent"
"17784","Police Officer George Todd Herring","Sat","Motorcycle accident","Sep",1987,FALSE,"Mountain Brook Police Department"," AL","Police Officer"
"17785","Lieutenant John Eaton Bradshaw","Sun","Gunfire","Sep",1987,FALSE,"Tempe Police Department"," AZ","Lieutenant"
"17786","Agent Edward John Hockom","Mon","Gunfire","Sep",1987,FALSE,"Aurora Police Department"," CO","Agent"
"17787","Officer Timothy Thomas Pollard","Tue","Vehicular assault","Sep",1987,FALSE,"Ponce Inlet Police Department"," FL","Police Officer"
"17788","Police Officer Robert Venable","Tue","Gunfire","Sep",1987,FALSE,"New York City Transit Police Department"," NY","Police Officer"
"17789","Patrolman Paul Joseph Durkin","Tue","Gunfire","Sep",1987,FALSE,"Youngstown Police Department"," OH","Patrolman"
"17790","Police Officer William D. McCarthy","Tue","Vehicular assault","Sep",1987,FALSE,"Philadelphia Police Department"," PA","Police Officer"
